"species_name_acc","taxon_name","scientificName","taxonIdentificationNotes","database","year","basisOfRecord","establishmentMeans","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geolocationNotes","county","stateProvince","country","countryCode","locationNotes","datasetName","publisher","nativeDatabaseID","references","informationWithheld","issue","taxon_name_full","list","unique_id","lat_round","long_round"
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.168249,-92.338223,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-131-20036-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777783,38.1682,-92.3382
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.212619,-92.51129,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-131-20041-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777785,38.2126,-92.5113
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",37.461872,-93.219524,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-167-20011-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777786,37.4619,-93.2195
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",37.650156,-93.593042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-167-20057-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777787,37.6502,-93.593
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",37.465589,-93.557116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-167-20067-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777788,37.4656,-93.5571
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",37.442494,-93.474015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-167-20139-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777790,37.4425,-93.474
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.685677,-92.819114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-41-20049-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777792,39.6857,-92.8191
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.613999,-93.020201,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-41-20143-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777797,39.614,-93.0202
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.277847,-91.875587,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-45-20074-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777798,40.2778,-91.8756
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.520444,-91.626292,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-45-20090-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777801,40.5204,-91.6263
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.333263,-91.854693,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-45-20123-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777802,40.3333,-91.8547
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.356761,-94.310473,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-47-20096-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777805,39.3568,-94.3105
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.900908,-92.765566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-53-20092-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777806,38.9009,-92.7656
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.977711,-94.16823,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-61-20084-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777807,39.9777,-94.1682
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.544321,-94.165175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-81-20011-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777808,40.5443,-94.1652
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.385473,-93.531559,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-83-20200-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777810,38.3855,-93.5316
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.053385,-94.293988,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-95-20100-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777812,39.0534,-94.294
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.807424,-94.024348,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-101-20233-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777813,38.8074,-94.0243
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.954821,-93.863845,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-107-20133-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777819,38.9548,-93.8638
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.009082,-91.634737,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-111-20003-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777820,40.0091,-91.6347
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.834808,-92.513483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-121-20038-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777824,39.8348,-92.5135
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.718253,-92.489868,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-121-20109-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777828,39.7183,-92.4899
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.843299,-92.771941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-121-20143-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777837,39.8433,-92.7719
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.684409,-92.559624,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-121-20186-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777839,39.6844,-92.5596
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.540387,-93.552941,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-129-20029-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777841,40.5404,-93.5529
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.526542,-91.772877,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-137-20090-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777842,39.5265,-91.7729
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.42368,-92.280789,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-137-20206-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777853,39.4237,-92.2808
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.36686,-92.824478,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-171-20041-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777857,40.3669,-92.8245
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.529477,-92.768884,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-171-20066-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777871,40.5295,-92.7689
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.562068,-92.733836,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-171-20123-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777877,40.5621,-92.7338
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.528458,-93.050722,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-171-20129-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777878,40.5285,-93.0507
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.034612,-93.050783,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-195-20078-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777880,39.0346,-93.0508
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.219464,-92.979832,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-195-20111-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777883,39.2195,-92.9798
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.994513,-93.37283,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-195-20180-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777884,38.9945,-93.3728
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.463506,-92.622387,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-197-20048-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777889,40.4635,-92.6224
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.479208,-92.313171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-199-20106-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777890,40.4792,-92.3132
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.073378,-92.422114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-19-20117-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777892,39.0734,-92.4221
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.904482,-91.823214,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-27-20034-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777895,38.9045,-91.8232
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.869928,-92.07467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-27-20215-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777896,38.8699,-92.0747
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.412335,-91.032707,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-71-20009-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777897,38.4123,-91.0327
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.523087,-90.822359,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-71-20227-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777899,38.5231,-90.8224
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.457054,-91.482431,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-73-20074-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777903,38.4571,-91.4824
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.127447,-92.879168,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-89-20005-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777904,39.1274,-92.8792
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.242576,-92.66822,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-89-20026-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777907,39.2426,-92.6682
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",38.084352,-90.552036,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-99-20069-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777911,38.0844,-90.552
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",37.838044,-89.995086,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-186-29007-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777912,37.838,-89.9951
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",35.61995,-83.019767,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-87-3-37",NA,NA,NA,"Quercus imbricaria","desiderata",4132114,35.62,-83.0198
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",39.518222,-82.388699,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2-73-4014-39",NA,NA,NA,"Quercus imbricaria","desiderata",4325995,39.5182,-82.3887
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.029218,-83.281348,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-97-5199-39",NA,NA,NA,"Quercus imbricaria","desiderata",4325997,40.0292,-83.2813
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",41.02556,-80.09753,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-19-96-42",NA,NA,NA,"Quercus imbricaria","desiderata",4472627,41.0256,-80.0975
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",40.83129,-79.14348,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-63-1432-42",NA,NA,NA,"Quercus imbricaria","desiderata",4472629,40.8313,-79.1435
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",41.288671,-79.983278,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-6-121-4124-42",NA,NA,NA,"Quercus imbricaria","desiderata",4472630,41.2887,-79.9833
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",36.486735,-87.233768,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-125-19-47",NA,NA,NA,"Quercus imbricaria","desiderata",4746999,36.4867,-87.2338
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","UNKNOWN",36.478833,-87.394151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-125-21-47",NA,NA,NA,"Quercus imbricaria","desiderata",4747000,36.4788,-87.3942
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",37.851241,-89.522856,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-1-77-20207-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063372,37.8512,-89.5229
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",38.627181,-88.615232,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2-25-20056-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063386,38.6272,-88.6152
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",38.477034,-89.147789,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2-189-20098-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063417,38.477,-89.1478
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",39.835468,-90.881526,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-3-149-20204-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063432,39.8355,-90.8815
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",38.48341,-85.012784,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-103-16-21",NA,NA,NA,"Quercus imbricaria","desiderata",3226613,38.4834,-85.0128
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",38.693868,-84.364578,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-191-18-21",NA,NA,NA,"Quercus imbricaria","desiderata",3226615,38.6939,-84.3646
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",36.959592,-87.49132,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-6-47-3-21",NA,NA,NA,"Quercus imbricaria","desiderata",3226623,36.9596,-87.4913
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",36.996023,-86.425691,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-6-227-53-21",NA,NA,NA,"Quercus imbricaria","desiderata",3226626,36.996,-86.4257
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",36.726042,-88.655073,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-7-83-51-21",NA,NA,NA,"Quercus imbricaria","desiderata",3226627,36.726,-88.6551
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",39.191395,-77.044907,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-2-31-331-24",NA,NA,NA,"Quercus imbricaria","desiderata",3356952,39.1914,-77.0449
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",37.108821,-90.423169,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-1-223-20018-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777774,37.1088,-90.4232
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",39.569441,-91.953446,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-4-137-20116-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777849,39.5694,-91.9534
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",38.405883,-90.760781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-71-20118-29",NA,NA,NA,"Quercus imbricaria","desiderata",3777898,38.4059,-90.7608
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2015","OBSERVATION","CUT",36.753981,-81.474288,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-5-173-5-51",NA,NA,NA,"Quercus imbricaria","desiderata",5098135,36.754,-81.4743
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",36.368797,-92.010232,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-5-49-4-5",NA,NA,NA,"Quercus imbricaria","desiderata",2424160,36.3688,-92.0102
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",35.715282,-91.475199,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-5-63-19-5",NA,NA,NA,"Quercus imbricaria","desiderata",2424161,35.7153,-91.4752
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.85469,-93.783143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-53-20056-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023692,40.8547,-93.7831
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.643657,-93.842054,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-53-20088-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023696,40.6437,-93.8421
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.848658,-93.607988,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-53-20114-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023704,40.8487,-93.608
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.827245,-91.542608,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-87-20086-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023708,40.8272,-91.5426
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",41.125456,-93.052313,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-135-20034-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023712,41.1255,-93.0523
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.93037,-92.643016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-135-20047-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023714,40.9304,-92.643
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.810576,-92.041538,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-177-20045-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023715,40.8106,-92.0415
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.928204,-92.477883,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-179-20061-19",NA,NA,NA,"Quercus imbricaria","desiderata",3023717,40.9282,-92.4779
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",37.582595,-88.695367,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-1-151-20011-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063297,37.5826,-88.6954
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",38.064602,-89.769829,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-1-157-29990-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063300,38.0646,-89.7698
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.227108,-87.755042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-23-20102-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063302,39.2271,-87.755
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.087508,-88.176766,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-79-20010-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063305,39.0875,-88.1768
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.309306,-89.977949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-117-20112-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063311,39.3093,-89.9779
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.092681,-89.755851,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-117-20136-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063313,39.0927,-89.7559
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",38.689461,-87.982157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-159-20032-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063324,38.6895,-87.9822
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",38.491312,-87.765811,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-185-20015-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063326,38.4913,-87.7658
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",38.518845,-88.364184,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-2-191-20078-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063327,38.5188,-88.3642
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.074197,-91.300794,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-1-20083-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063328,40.0742,-91.3008
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.058864,-90.830851,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-9-20040-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063336,40.0589,-90.8309
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.951969,-90.720616,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-9-20052-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063339,39.952,-90.7206
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.395637,-90.085714,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-57-20201-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063341,40.3956,-90.0857
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.440055,-90.861938,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-109-20110-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063344,40.4401,-90.8619
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.735769,-90.770163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-149-20037-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063347,39.7358,-90.7702
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.573765,-90.973439,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-149-20118-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063351,39.5738,-90.9734
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.12048,-90.741285,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-169-20026-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063353,40.1205,-90.7413
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",40.171012,-90.783423,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-3-169-20080-17",NA,NA,NA,"Quercus imbricaria","desiderata",3063370,40.171,-90.7834
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",38.951713,-87.244492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-1-153-20107-18",NA,NA,NA,"Quercus imbricaria","desiderata",3121768,38.9517,-87.2445
"Quercus imbricaria","Quercus imbricaria",NA,NA,"FIA","2014","OBSERVATION","UNKNOWN",39.810293,-87.38739,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-1-165-20035-18",NA,NA,NA,"Quercus imbricaria","desiderata",3121776,39.8103,-87.3874
